msg_length,num_links,has_phone_num,money_mention,urgency_words,all_caps_ratio,exclamation_count,suspicious_keywords,sender_known,reply_requested,label
197.85236,0.13285652,0.42342958,0.7212629,2.473388,0.65858513,3.6283336,2.9271238,1.2711514,0.7362983,1.0
162.33061,3.0903528,-0.116862975,0.5040685,2.9953985,0.62815297,3.5312765,3.05684,-0.19626337,0.5310107,1.0
448.0275,1.0697222,-0.14554757,-0.26050743,0.06523336,-0.0030535131,1.1761869,0.34151974,0.15854272,0.89280504,0.0
256.92978,-0.3601472,-0.07786365,-0.049806442,-0.11528355,-0.19911294,0.08542999,-0.04977479,0.8212666,1.0130504,0.0
172.89229,1.5909102,0.45262662,0.025893914,0.76353234,-0.23258132,2.04214,0.029378917,1.2511342,0.31464323,0.0
335.3524,-0.6348453,0.3264632,1.2237979,-0.5592141,0.72617656,1.1651248,-0.08952562,-0.52324736,-0.36997005,0.0
277.97885,1.4687624,0.013072059,0.011283697,0.039353494,-0.05504805,0.14115863,1.1055502,0.14499454,-0.117991254,0.0
318.1141,7.6874323,0.34960136,0.9112973,0.3148473,0.6357493,1.1842214,3.3546298,-0.29444158,1.0531156,1.0
382.02084,4.9905543,0.31397113,1.2609009,-0.24405836,0.9821036,0.8337561,3.0663218,0.11631215,-0.5459372,1.0
449.37817,2.8072984,0.46806332,0.00010239483,-0.4613295,0.51685774,-0.055237602,0.86644477,0.8129517,0.10909075,0.0
342.8578,0.43388838,-0.083183475,0.13533463,2.451189,0.69268113,-0.18993735,0.42759925,0.74219114,0.3599237,0.0
499.79245,3.7635593,0.12074026,0.45144618,0.0903093,0.4031806,0.10734053,3.1299503,-0.19225681,-0.17176631,0.0
116.12759,2.0562909,0.4305906,-0.17430691,0.86640376,0.352795,0.83102447,1.9128085,0.77952975,-0.14633755,0.0
342.75696,-0.2508564,0.07240518,0.9770091,1.2107897,0.37425852,1.19731,1.9586246,1.3597475,-0.013295554,0.0
237.89586,1.5900878,0.251468,1.0376154,1.8371112,0.7417135,0.9278341,2.1188753,-0.028708374,0.8857944,1.0
275.18265,0.40530458,0.51085013,0.08616701,2.2458675,0.05506613,-0.34991097,1.3440914,1.1296602,-0.46860605,0.0
224.78609,-0.1908804,0.1576472,1.3699152,0.06336788,0.30975825,-0.404261,0.22744468,0.869069,-0.26929337,0.0
251.85603,-0.26062092,-0.03215983,0.07839602,-0.23028472,0.5830032,1.2176265,3.1316655,0.95169747,0.16372985,0.0
192.46736,1.5632731,0.1283999,0.18551044,-0.062485397,0.5760628,1.250001,1.6124235,0.24419756,0.24126966,0.0
316.4067,4.0824347,-0.007245168,1.0451376,0.7162729,0.64264286,1.7529528,6.4963255,0.43411782,0.1068467,1.0
531.6088,-0.059338614,0.08956308,-0.20417093,1.0257647,0.16535306,1.8530016,0.88554895,0.9645593,0.62527555,0.0
458.1298,5.1538477,0.1600248,-0.30099246,1.3793746,1.0524093,0.1299111,1.1036487,0.013703288,0.054032262,0.0
174.42816,-0.4557513,-0.10612446,0.3285431,0.9367429,0.29362598,0.66478205,0.58745193,-0.14318436,-0.10172985,0.0
272.4217,-0.6148703,0.023159137,1.3232853,1.8322186,0.51460886,1.0758003,1.2843487,1.1204379,0.056863107,0.0
398.45084,-0.71950763,0.10172059,0.19306119,0.6527631,0.41688728,0.69105095,0.010715337,0.71189624,0.9909403,0.0
269.50058,1.976003,0.27877066,0.306539,-0.019463042,0.31808078,-0.06775836,0.107592374,1.0063957,1.1213315,1.0
289.87662,0.10388093,0.059785593,1.0190772,1.1659454,0.57678026,1.651949,0.1011404,1.407437,-0.22737618,1.0
266.51096,3.6090958,0.43220457,0.8908634,0.23902124,0.6856273,4.6098433,2.9278252,-0.11239351,0.011319055,1.0
447.9773,-0.522585,-0.06531014,0.031377096,-0.5636042,0.3123986,0.01242805,2.731465,0.14448813,1.1500943,0.0
344.1711,2.0330598,0.04626227,-0.032628816,0.17003828,0.69641674,2.210992,1.3422979,0.5775787,0.1916639,0.0
181.4905,1.4252266,-0.009368361,-0.14697467,1.9789202,0.42055157,-0.39073315,1.5008227,1.1148107,0.59240097,0.0
391.1408,-0.48412418,0.5548678,-0.26639658,2.309574,0.13050106,-0.0528545,1.9632277,-0.30438533,0.3026207,0.0
452.68732,0.79213077,-0.13459228,-0.12524846,0.86058253,-0.051161263,0.24931087,2.196066,0.22405313,0.5867024,0.0
229.30888,1.8761876,0.44358012,0.83906806,-0.5694206,0.9304344,2.219699,-0.21625198,0.1308038,0.80645996,1.0
414.57016,-0.2603404,0.45937434,-0.2559173,0.10392069,0.54786664,0.010752659,-0.33992636,0.18551584,-0.47833258,0.0
168.4621,2.7499037,0.4542683,-0.5491907,0.14079456,0.6541273,0.8332086,4.6303706,0.13559645,1.4240919,1.0
149.5293,1.9142741,-0.009203571,-0.0635525,5.1963234,0.9196579,1.0455223,4.158027,-0.13130857,0.79866374,1.0
82.99337,3.6682744,0.01529001,1.2093023,1.6729549,0.5244757,7.945761,0.109488055,-0.08020294,1.2932022,1.0
283.398,0.6219779,-0.17877264,0.12337847,-0.21497421,0.051984686,1.0965712,-0.04487155,-0.097044036,-0.2510372,0.0
329.233,-0.20044824,0.4217382,1.1788315,0.8902326,0.13270517,-0.16754152,3.9738374,1.1724687,-0.42585608,1.0
227.66154,11.060835,0.25167713,1.1387755,1.9286189,0.6628441,5.0725594,2.9554138,0.1306809,-0.32189986,1.0
32.70542,9.584803,0.011885214,0.59459716,4.4827795,0.57996696,0.036097847,4.1139927,-0.31271702,0.5383493,1.0
171.06383,-0.3969504,-0.055923015,-0.06877776,-0.112561524,0.17148183,-0.24297312,0.47546422,1.2634692,-0.07226579,0.0
384.0612,3.4931207,-0.045438133,-0.122718565,2.421683,0.04710048,0.9697711,1.5720336,0.36563554,-0.046235245,0.0
139.00627,3.4026468,0.14164776,0.8922048,3.505321,1.145452,0.64863026,1.5910558,0.16335163,0.782596,1.0
364.00443,0.23612577,0.33559918,0.24527432,1.7656506,0.10270737,-0.13647185,0.24762553,0.84867275,-0.385704,0.0
241.42082,4.4601617,0.38628384,0.4457424,1.3114779,0.17731191,0.059136026,-0.20859118,0.4866555,1.1137772,0.0
325.97247,2.6244264,-0.034508742,0.20570526,0.7812456,0.75970095,0.087752886,0.15041748,1.010144,0.7722279,0.0
181.39478,1.8479761,-0.19199343,-0.09694524,1.8404666,0.5779972,2.6660757,3.9569976,0.041178316,0.0061675264,1.0
368.53088,-0.056452524,0.60563916,-0.24246392,-0.48302144,0.7277167,2.312723,0.13796711,0.99609524,1.1578007,0.0
223.31688,3.6350627,0.5016226,-0.027422123,4.8419447,0.32657674,1.9819602,1.8800416,-0.009011193,1.1165093,1.0
212.43196,3.1126573,0.018963471,0.911631,0.65008765,0.35075212,2.0416372,1.2229077,1.5970898,-0.1439638,1.0
349.9991,-0.01981576,0.4349477,0.35779503,-0.031727634,0.21217783,0.2724253,0.31591523,0.11356396,1.0316993,0.0
262.32443,1.5057397,-0.04302915,0.108034335,0.9862972,0.20931272,0.083270386,1.4127604,-0.006360749,-0.6251798,0.0
176.64241,2.3805792,0.5053135,0.5956466,-0.4400391,0.17297481,0.07054876,-0.4979106,1.0725926,-0.24393469,0.0
285.3881,1.8306048,0.0087364605,0.09217644,1.9162475,0.5319627,-0.17344852,2.773418,-0.11355844,0.94830704,0.0
266.02414,3.3807697,-0.07980154,-0.0949412,-0.010214726,0.2617652,0.7473475,0.77490485,0.9589272,-0.03536654,0.0
310.1363,3.7136896,-0.16705784,1.427222,0.06314036,0.3580746,-0.07355338,0.79969263,1.0017556,0.9953304,0.0
98.53762,7.856109,0.21813498,1.0303184,-0.4327766,0.4063466,0.70663965,2.3741415,0.30639902,1.1153411,1.0
299.48007,2.3938262,0.46074525,1.3514149,1.1294911,1.0996896,1.1072842,7.014642,0.07465001,0.9092469,1.0
248.7137,2.246065,0.22860347,1.1345192,3.8527675,0.26832524,0.92820853,5.9486494,0.12784211,1.1851878,1.0
195.18289,3.8015428,0.10353418,0.7300128,3.0768416,0.5904132,4.5574417,2.459669,-0.25597388,0.60729724,1.0
237.17131,1.4648494,0.018196838,-0.3373064,2.3710618,0.33453938,-0.11181777,-0.500084,0.6249019,0.7678882,0.0
144.51698,2.0380864,0.45025262,1.1998816,1.5371467,0.44340447,-0.07899405,-0.15916775,1.1556005,-0.038996957,0.0
129.09949,5.163424,0.5113947,-0.20484103,1.8210071,1.0164623,2.7967982,2.2225478,0.22813658,0.91722333,1.0
215.72388,2.3259525,0.53824514,-0.112094186,1.1917511,0.4937312,1.4864627,5.2768764,-0.2998635,0.07631045,0.0
173.85704,0.27564284,0.4904678,0.11089074,1.8594533,0.4933346,-0.05687078,0.41004333,-0.26873782,-0.15949482,0.0
617.3947,-0.19829586,0.3957896,0.1893202,1.1107727,0.40207824,0.95497274,1.0681708,-0.3127071,-0.22294292,0.0
394.368,-0.06707405,-0.06325514,0.41937706,1.4030472,0.8828424,0.15724751,0.8708948,0.56764007,-0.20852561,0.0
371.5287,2.495256,-0.11703085,-0.022315677,1.3617419,0.815725,0.66847897,0.8779039,1.1838685,0.26319674,0.0
289.56055,1.9099778,-0.15317968,-0.3344665,0.29727533,-0.026014999,-0.094186105,0.057600163,1.2910359,-0.17178164,0.0
241.46867,0.28484592,0.44923815,0.15449663,-0.053855594,0.1756987,-0.30463183,-0.2304506,1.316055,0.25343436,0.0
275.7185,0.058211684,0.045494404,0.39361864,0.9883962,0.2317597,-0.16901222,1.1772838,-0.26753572,0.88026035,0.0
421.80173,4.371857,0.19140373,0.14100945,0.76024455,0.6308197,0.5403961,0.8957216,0.7681679,-0.5578366,0.0
182.3864,3.8959522,0.11478584,0.9308142,0.984904,0.9157278,1.5802056,-0.3277354,0.020675099,1.4068187,1.0
107.15916,1.5161166,0.44454852,1.2088532,-0.09214969,0.3643897,2.1258473,3.7592921,0.1593261,1.2679732,1.0
335.0783,0.3008777,0.035091277,-0.008255502,0.20531002,0.031627532,-0.01153112,-0.026752058,0.6371345,0.16191427,0.0
454.92725,-0.02649563,-0.04773953,0.29534963,1.1453445,0.22827402,1.0071794,-0.2138719,1.0846739,0.007838802,0.0
122.753296,0.3270596,0.4217963,-0.4474186,2.0893528,0.5563399,0.9054985,1.0009052,0.33774188,1.1400832,0.0
255.4887,-0.6660366,0.093603544,0.0821735,0.033435576,0.42847756,2.775268,2.232866,0.13180988,0.7988321,0.0
211.54088,2.3511472,0.00597251,0.22166611,2.1379838,0.3239036,0.76330495,0.762373,0.7181834,0.033429056,0.0
481.35074,3.1715066,0.10156043,0.18954587,1.9134982,0.61735517,0.60322666,-0.0695494,0.17111076,0.8299789,0.0
139.68999,3.2608774,-0.17618182,-0.14972696,1.9842383,0.9870608,0.9327975,0.39106637,-0.0028863733,-0.14090315,1.0
313.21185,3.7682526,0.5158617,0.8432521,0.016502779,0.04293165,1.8479568,1.696939,-0.30366775,-0.27667713,0.0
275.09775,3.624517,0.3947167,1.0116829,2.5259943,0.75931656,0.9779594,2.4509099,-0.05863107,0.95536727,1.0
378.84943,-0.7861141,-0.06906116,0.0011988027,1.7366099,0.43948403,-0.03996088,0.035977326,0.9542829,0.11113526,0.0
217.6355,3.7607338,0.36962262,1.0417194,4.455367,0.35141295,0.69624007,2.8127694,0.9924473,0.9809979,1.0
280.38724,0.28766617,0.021612812,-0.049342036,2.0805006,-0.03391256,3.1728368,8.227674,0.63274616,1.315697,1.0
451.66232,-0.11225124,0.34553173,0.52095795,-0.060396995,0.40599713,0.45013806,-0.048113715,1.1340955,0.25901967,0.0
195.25401,-0.13348553,-0.09505427,0.72145545,0.97146666,0.19125472,3.2517498,0.6578267,0.38043016,0.017263265,0.0
297.31827,4.7654886,-0.07246727,0.10208136,0.055415105,0.6656212,3.181454,2.9130228,-0.019157771,0.3031839,1.0
189.08928,-0.040809266,-0.059609253,-0.29191038,0.04755492,0.3134359,-0.037008032,1.058471,-0.04553138,-0.42812335,0.0
211.83372,0.7880827,0.21208656,1.2092359,0.8109775,0.65600127,5.2331195,1.2596003,1.0051644,0.7945875,1.0
150.88202,0.56276155,0.045353673,0.006038382,0.26314715,0.49218768,0.27974406,2.0593874,1.0563457,-0.21996988,0.0
288.73505,8.547554,0.39127886,0.7607473,2.066545,0.41824278,1.9922009,3.6127474,0.15648417,0.9204019,1.0
296.61652,0.022950348,0.034578722,-0.33496392,2.9640396,-0.10790912,0.101558864,1.8761151,-0.47901478,0.8197744,1.0
284.4537,3.9951859,0.47512603,1.0562553,0.9990327,0.66321284,1.7705749,1.3724806,-0.27989513,0.8971431,1.0
451.20566,0.02251177,0.23554666,1.438033,2.1178908,0.73161227,-0.096493,2.1750646,0.9712501,0.025442218,0.0
504.48422,1.6130152,0.38919923,1.2534591,1.4789044,0.61779785,0.48029673,-0.43857035,0.863184,0.33623132,0.0
354.7984,3.6794903,0.31054515,-0.14445989,0.098213,0.20356439,0.892842,3.394334,0.6575709,0.19840269,0.0
162.2902,6.6630087,0.36498556,0.8345376,2.2460248,0.89175856,5.336925,0.79156846,0.2053268,-0.16701756,1.0
285.80515,3.2371736,-0.063282736,-0.20803955,1.4638721,0.73820406,2.0015235,0.51749736,0.11635433,1.1525108,1.0
192.95961,0.87167746,0.33444884,0.1908754,0.34165266,0.92782944,3.1141076,1.2161045,0.46752578,0.058500767,1.0
408.2164,-0.023697967,-0.071964,0.9503795,0.9721468,-0.027298003,2.4782608,1.379822,0.9771859,0.10326973,0.0
261.73715,2.0724828,0.037863795,1.0091625,2.3809884,0.2614503,1.5391065,1.9963115,-0.22927855,1.0585166,1.0
192.61336,3.7347572,0.45853922,1.1582458,0.72510904,0.7816947,0.69643885,3.1045082,0.93692654,-0.22693451,1.0
539.26776,-0.09583433,-0.16410784,0.17230348,0.7029525,0.344165,0.7238216,2.8444948,0.81480867,1.0286056,0.0
277.25034,1.1187439,0.120159924,-0.040264662,-0.048972107,0.111547574,0.99044514,1.1186075,0.8117722,0.954875,0.0
188.25761,11.555541,0.2927294,1.1677371,-0.54987854,0.5721369,1.227803,1.1671649,0.033024922,0.7218221,1.0
69.10654,-0.46734208,0.42948142,0.75606436,5.062066,1.0448892,3.9590406,2.9828732,-0.026106082,0.91991127,1.0
188.54092,0.6318631,0.020787342,0.9294399,3.8235412,0.45934147,1.2741035,0.97452086,0.21679996,1.0313231,1.0
109.73748,-0.63004756,0.4968856,0.9477995,1.8490596,0.4057978,2.9791057,0.55814755,0.93844783,1.0928134,0.0
358.22748,-0.5910266,0.037530668,-0.08630846,0.7260036,0.72953814,0.1619727,1.9392323,0.9912617,-0.0041257506,0.0
368.1841,-0.043668043,0.45736042,1.1077056,1.0199637,-0.028168483,-0.0075468766,0.95307136,0.18165186,-0.047809858,0.0
341.24252,0.263414,-0.16162802,-0.22258016,0.69096357,0.78862655,0.08192747,-0.10004077,1.201247,0.6929295,0.0
314.3702,2.2470038,0.354555,-0.2504085,1.0215538,0.2815859,0.7928523,-0.22523484,1.0233016,0.18074976,0.0
213.80833,1.8773823,-0.037106834,0.0049101985,0.67816037,0.66069674,-0.31075048,-0.07512645,0.16074422,-0.3332868,0.0
162.00993,3.0020463,0.3672846,1.0649124,4.950753,0.28386602,0.09172512,1.910413,-0.14649434,0.0040416834,1.0
201.06282,1.4128109,0.48908573,0.7414663,0.11461971,0.23119856,3.1778479,3.0869355,1.0033553,-0.25847217,1.0
348.83282,4.87686,0.03639663,1.1152315,0.15481177,0.25014842,0.89454854,0.031147419,0.25714692,0.1455792,0.0
302.39868,2.947479,0.45446497,1.5023222,0.85516584,0.6999879,-0.25943458,0.3814064,-0.117894076,0.9080644,1.0
230.2369,-0.42359778,0.07231591,1.312272,1.3073063,0.1610287,2.7707264,3.167018,-0.06509943,0.90368557,0.0
134.19441,3.288415,0.2749229,1.1310385,2.4636059,0.6587999,1.4522395,0.82053804,1.217738,1.335335,1.0
431.85284,1.5582839,0.17095655,0.26463455,0.24127162,0.003562535,1.9574244,1.3839923,0.45125496,0.062384613,0.0
169.10045,3.6312144,0.3467586,0.9193857,1.8150986,0.8554291,4.665386,3.6065066,0.15731598,-0.08538426,1.0
469.0647,-0.29010975,0.3468752,0.011728788,-0.21976422,0.43254745,0.70001984,-0.075541675,0.11795267,0.19382983,0.0
195.32056,7.2247715,0.35116366,1.730931,3.6878302,-0.0028923927,3.0197177,4.7609415,0.02326395,1.079783,1.0
272.9255,1.5829831,0.35995218,1.0205406,0.7830314,0.60122085,1.033656,3.0347726,-0.22889814,0.4553763,1.0
340.39145,0.00042258835,0.55496573,0.2118655,0.8896968,0.1732958,1.1717883,0.9601423,0.9425388,0.06534196,0.0
160.67035,1.7282662,-0.028022965,0.48921704,0.049985223,-0.5830147,0.10817902,1.0741209,0.8160796,-0.29696804,0.0
323.70126,2.3128414,-0.033772122,0.06536404,2.1015337,0.5617357,0.2258415,0.92846364,1.4037611,-0.20650275,0.0
140.52548,0.5772879,-0.009090955,0.23958653,-0.2652573,-0.16862567,-0.20878288,0.11651826,0.91277695,-0.060360864,0.0
225.56487,0.15453415,-0.063016176,0.40428203,-0.27994502,0.37672934,-0.002153047,1.1046588,0.08018288,-0.056067668,0.0
328.2345,5.8010736,0.47755226,1.0036896,6.210233,0.5700516,2.625169,3.0289474,0.095922075,-0.15778062,1.0
97.59219,3.077996,0.04255868,1.2037604,1.9822452,0.54975486,2.922733,1.7668313,0.041349832,0.8277442,1.0
136.47285,2.3727853,-0.005257916,-0.06532398,1.8842063,0.48716718,0.8529403,0.8921912,1.1500914,-0.045930244,0.0
358.8377,-0.22608747,-0.0899287,-0.2346169,1.2459393,-0.007832674,0.8906889,0.09039475,1.0433756,0.005058265,0.0
281.57144,3.626396,0.267114,-0.0039773583,1.8589071,0.8486606,2.0352325,2.8330026,1.0960997,0.8460248,1.0
345.01636,0.81548196,0.030400285,0.20358714,0.44415057,6.88562e-05,-0.2658195,2.927284,0.9580217,0.87025577,0.0
204.4996,0.5809834,0.33133414,0.2920726,1.8879691,0.9673454,0.41519094,0.5182481,1.3124882,1.0886714,1.0
282.79697,2.9167883,-0.07782924,0.51951134,3.9586747,1.2947377,1.8365517,2.0887978,0.024429435,0.17486191,1.0
328.8453,1.4933149,0.4580472,-0.24241073,-0.23433603,0.1453187,0.15613043,0.095147096,0.94664484,1.2189142,0.0
442.64438,2.139405,0.1336699,0.1419737,2.0259519,0.82216436,1.8925599,3.1254303,0.17996778,0.8566203,1.0
164.50217,4.2625413,-0.024018956,1.2059507,0.7719408,0.68491155,-0.0015283554,8.189227,0.63608164,1.0319947,1.0
345.73605,2.0897393,0.44768474,-0.060302928,0.29643884,-0.10702409,-0.30438408,0.18722595,0.03897509,-0.109825306,0.0
220.75615,-0.42185143,0.0011571076,0.72252744,0.5051105,0.5134543,1.2851925,-0.15963496,1.314083,-0.075860344,0.0
209.76317,1.7621182,0.5542123,0.96793413,1.7796481,1.2345884,1.0007095,1.1389004,-0.36867803,1.2675815,1.0
260.88934,-0.8167563,0.40144476,-0.009125465,1.2933018,0.47885776,-0.014561936,0.8522035,0.96542054,-0.27640796,0.0
147.2318,3.9029715,0.05814376,0.6839148,1.7549834,0.4063904,3.0747457,3.8995745,0.17558394,1.0492908,1.0
145.17497,3.8143187,0.5413694,-0.0054057264,1.0978934,0.45408678,-0.08796686,0.12210726,1.0226529,-0.17195769,0.0
211.05571,-0.19965613,0.017264681,0.38005942,-0.16625959,0.47742924,0.9050817,1.080595,0.72490007,-0.063789986,0.0
141.85211,0.3669503,-0.04114049,0.02905692,0.9696057,0.17258576,0.1557822,0.7537552,1.3282496,0.8662867,0.0
276.198,0.94313645,0.50090575,0.003377682,-0.028320342,0.23658475,1.0343189,0.9752236,1.2145102,1.1749046,0.0
277.79578,3.204579,0.33660883,-0.4286129,-0.04361932,-0.11832206,-0.16993177,-0.36157662,0.8302629,0.31686828,0.0
430.9454,3.8920994,0.43873405,0.028050954,-0.55292445,0.012778782,0.1141954,0.03538644,1.0718018,1.1603576,0.0
364.56396,2.4126658,0.5467505,-0.08673543,-0.22798076,0.37666646,-0.017233757,0.8825436,1.1162329,0.3415168,0.0
354.9895,-0.6505206,0.5533182,0.9009094,-0.45790362,0.45659858,0.098345175,3.4210427,0.51623476,0.124012396,0.0
447.53378,0.039643064,0.3102603,1.1399246,0.8388119,-0.13140145,0.23557836,0.8271921,1.1659629,-0.06930604,0.0
217.19334,2.0258508,0.38267073,0.7274865,4.722824,0.52863914,1.8693358,2.4585843,0.10683863,0.851444,1.0
211.55424,1.6539793,-0.09943602,0.001854765,-0.10037763,0.44913447,-0.1697095,0.6890702,0.6470874,-0.5727609,0.0
379.77512,0.42289883,0.5594844,0.07369222,1.8735509,0.12781443,-0.08231736,1.9020095,0.018492352,1.4686698,1.0
359.3129,0.54233706,0.14888161,-0.30343005,0.9606967,0.48646885,0.09095428,1.6449108,0.052294485,0.98083895,0.0
280.12466,-0.14008175,0.7285173,0.060573984,0.83809316,-0.23985098,1.0685099,1.0388709,1.0163556,0.46902302,0.0
300.62213,-0.29731113,0.04877499,0.3835966,0.28047508,0.31131175,0.9963761,0.1315526,1.0419782,-0.22374111,0.0
363.6799,3.2435904,-0.22199483,1.0191932,3.9370186,0.7099252,1.518364,5.1224723,-0.1874644,0.445508,1.0
121.763245,2.6022797,0.5136196,0.68517244,2.25307,0.89366776,1.125658,1.71694,0.5592539,1.159958,1.0
235.7179,1.343499,0.19134311,1.212179,1.1118279,-0.079937994,0.39340872,0.04921147,0.9406895,0.058290366,0.0
311.7956,4.0559387,0.09333556,0.7335894,1.6647451,0.36194173,-0.04285457,0.17929521,1.220298,0.97284365,0.0
368.23834,1.6407123,0.049815245,0.1501006,1.3605335,0.26682615,-0.04832475,-0.18245924,0.63899165,-0.34793344,0.0
210.78482,0.3917885,0.018738871,0.15422459,0.0045984597,0.20229998,1.927699,0.8151403,0.07664114,1.6906027,0.0
31.812586,3.4076176,0.4307929,0.04836128,1.9022481,0.5370896,0.47617847,2.7678723,0.16290061,0.2661515,1.0
591.37103,3.4341161,0.32041746,-0.45545763,0.9215106,0.39036772,-0.040500075,0.9171167,1.1004562,0.56419736,0.0
320.7245,-0.3151635,-0.05923542,0.3606723,0.060723525,0.003318136,0.22571102,-0.28205642,0.78780735,0.04246299,0.0
284.58896,1.6288205,-0.061682887,1.3420184,-0.21302938,-0.082298115,-0.060385395,1.1914421,1.0567428,-0.16020231,0.0
425.54092,-0.066179566,0.37488338,-0.036553767,2.0970345,0.21075767,-0.08701395,1.0755386,0.9365403,-0.39228886,0.0
249.44592,3.226313,0.39126736,-0.054085355,-0.25995433,-0.15838335,2.041508,-0.080335185,0.27498904,-0.15472268,0.0
69.26011,-0.043290444,-0.11953419,0.07302648,1.1216232,0.50023985,1.0182256,1.925493,0.73181987,0.019605761,1.0
179.07265,-0.41721705,0.365702,-0.24096335,1.5122768,0.08606176,0.23147437,0.1610049,0.52442557,0.56727695,0.0
189.65904,-0.6307322,0.39288044,0.38410044,0.9974249,1.0050739,0.9250058,0.0010626268,0.88942736,0.047382716,0.0
136.36958,2.0868227,0.13282557,0.7167031,1.3641713,0.8513658,1.385326,1.8642209,-0.39512414,0.75666106,1.0
275.47763,-0.34694684,0.31753224,1.0610006,1.8880887,0.55548966,0.24510258,3.10624,0.43376368,0.099790595,1.0
272.3609,3.7979555,0.5523006,0.77055365,4.0383577,0.9713704,5.1190934,2.482061,0.31124082,1.1639413,1.0
422.0151,0.3262373,0.21738556,-0.24947515,0.40180805,1.2100985,-0.2738153,-0.21159974,-0.12713483,-0.017897159,0.0
160.05664,2.1287045,0.5719513,-0.27695718,1.4211605,0.44603792,2.1239636,0.51383996,-0.09357075,0.8480954,0.0
89.57404,-0.57817435,-0.11770852,1.11801,1.1509753,0.06546557,2.145562,0.5503232,0.12778483,1.1375508,0.0
385.70322,3.5257678,0.29482666,0.84528124,0.34833413,0.43077442,0.8123248,4.4669194,-0.19739433,0.9532477,1.0
430.85547,0.21491648,0.3676849,-0.39145333,-0.16171204,0.8296814,0.023150116,0.8416666,1.0452882,1.053285,0.0
328.44223,1.60304,0.41744408,0.5203906,0.8680663,0.65264225,2.3514998,2.3517938,1.10975,0.98361945,1.0
256.2015,2.0948153,0.45718536,0.92809623,2.1884158,0.8249675,2.2586713,1.0111071,-0.08722656,0.013926113,1.0
